hand_category,position,stack_depth,blinds_level,villain_stack_category,opponent_action,is_3bet,action_history,final_pot_bb,hero_payoff,hero_won,showdown,hero_cards,villain_cards,timestamp,scenario_key
trash,BTN,medium,high,very_deep,raise_mid,False,"[{'actor': 'hero', 'action': 'call_small', 'is_hero': True}, {'actor': 'villain', 'action': 'raise_mid', 'is_hero': False}, {'actor': 'hero', 'action': 'fold', 'is_hero': True}]",25.200000000000003,-12.600000000000001,False,False,[8♦] [2♦],[6♣] [7♥],2025-08-11T13:39:38.694967,trash|BTN|medium|high
trash,BTN,very_deep,medium,ultra_short,raise_small,True,"[{'actor': 'hero', 'action': 'raise_mid', 'is_hero': True}, {'actor': 'villain', 'action': 'raise_small', 'is_hero': False}, {'actor': 'hero', 'action': 'call_high', 'is_hero': True}]",32.75,16.375,True,True,[4♥] [4♠],[A♥] [2♣],2025-08-11T13:39:39.138871,trash|BTN|very_deep|medium
trash,BTN,very_deep,high,very_deep,unknown,False,"[{'actor': 'hero', 'action': 'fold', 'is_hero': True}]",1.5,-0.75,False,False,[5♠] [K♦],[2♠] [Q♦],2025-08-11T13:39:39.139734,trash|BTN|very_deep|high
trash,BB,very_deep,medium,very_deep,raise_mid,False,"[{'actor': 'villain', 'action': 'raise_mid', 'is_hero': False}, {'actor': 'hero', 'action': 'fold', 'is_hero': True}]",6.0,-3.0,False,False,[8♠] [8♥],[4♦] [A♠],2025-08-11T13:39:39.140363,trash|BB|very_deep|medium
trash,BTN,very_deep,high,deep,call_mid,False,"[{'actor': 'hero', 'action': 'raise_high', 'is_hero': True}, {'actor': 'villain', 'action': 'call_mid', 'is_hero': False}]",12.9,-6.45,False,True,[3♣] [6♥],[9♦] [8♥],2025-08-11T13:39:39.590214,trash|BTN|very_deep|high
trash,BB,very_deep,high,short,raise_small,False,"[{'actor': 'villain', 'action': 'raise_small', 'is_hero': False}, {'actor': 'hero', 'action': 'call_mid', 'is_hero': True}]",18.05,9.025,True,True,[Q♥] [7♥],[J♠] [2♥],2025-08-11T13:39:40.026680,trash|BB|very_deep|high
trash,BB,very_deep,medium,very_deep,fold,False,"[{'actor': 'villain', 'action': 'fold', 'is_hero': False}]",1.5,0.75,True,False,[Q♥] [8♠],[5♦] [Q♦],2025-08-11T13:39:40.027373,trash|BB|very_deep|medium
trash,BTN,deep,high,very_deep,call_high,False,"[{'actor': 'hero', 'action': 'raise_high', 'is_hero': True}, {'actor': 'villain', 'action': 'call_high', 'is_hero': False}]",18.5,-9.25,False,True,[5♠] [6♣],[A♥] [T♣],2025-08-11T13:39:40.462421,trash|BTN|deep|high
trash,BB,medium,medium,deep,call_small,False,"[{'actor': 'villain', 'action': 'call_small', 'is_hero': False}, {'actor': 'hero', 'action': 'call_small', 'is_hero': True}]",12.600000000000001,6.300000000000001,True,True,[K♥] [J♠],[J♦] [9♣],2025-08-11T13:39:40.899948,trash|BB|medium|medium
trash,BTN,very_deep,low,deep,unknown,False,"[{'actor': 'hero', 'action': 'fold', 'is_hero': True}]",1.5,-0.75,False,False,[A♥] [T♦],[Q♠] [K♣],2025-08-11T13:39:40.900783,trash|BTN|very_deep|low
trash,BTN,very_deep,high,very_deep,call_mid,True,"[{'actor': 'hero', 'action': 'raise_high', 'is_hero': True}, {'actor': 'villain', 'action': 'raise_high', 'is_hero': False}, {'actor': 'hero', 'action': 'raise_high', 'is_hero': True}, {'actor': 'villain', 'action': 'call_mid', 'is_hero': False}]",180.4,90.2,True,True,[5♥] [2♠],[6♦] [4♥],2025-08-11T13:39:41.334578,trash|BTN|very_deep|high
trash,BTN,very_deep,medium,deep,call_mid,False,"[{'actor': 'hero', 'action': 'raise_small', 'is_hero': True}, {'actor': 'villain', 'action': 'call_mid', 'is_hero': False}]",10.65,5.325,True,True,[T♦] [Q♠],[7♠] [9♠],2025-08-11T13:39:41.764860,trash|BTN|very_deep|medium
trash,BB,very_deep,high,deep,call_small,True,"[{'actor': 'villain', 'action': 'raise_high', 'is_hero': False}, {'actor': 'hero', 'action': 'raise_high', 'is_hero': True}, {'actor': 'villain', 'action': 'call_small', 'is_hero': False}]",42.0,-21.0,False,True,[6♥] [5♥],[5♠] [2♥],2025-08-11T13:39:42.196171,trash|BB|very_deep|high
trash,BTN,very_deep,medium,deep,raise_high,False,"[{'actor': 'hero', 'action': 'call_small', 'is_hero': True}, {'actor': 'villain', 'action': 'raise_high', 'is_hero': False}, {'actor': 'hero', 'action': 'call_small', 'is_hero': True}]",99.54,-49.77,False,True,[K♠] [Q♠],[Q♦] [Q♥],2025-08-11T13:39:42.627802,trash|BTN|very_deep|medium
trash,BTN,medium,medium,medium,unknown,False,"[{'actor': 'hero', 'action': 'fold', 'is_hero': True}]",1.5,-0.75,False,False,[2♦] [A♣],[A♥] [T♦],2025-08-11T13:39:42.628611,trash|BTN|medium|medium
trash,BB,medium,medium,very_deep,raise_high,False,"[{'actor': 'villain', 'action': 'raise_high', 'is_hero': False}, {'actor': 'hero', 'action': 'call_mid', 'is_hero': True}]",10.2,-5.1,False,True,[8♣] [T♦],[J♠] [K♥],2025-08-11T13:39:43.054583,trash|BB|medium|medium
trash,BTN,very_deep,low,ultra_short,call_small,False,"[{'actor': 'hero', 'action': 'raise_mid', 'is_hero': True}, {'actor': 'villain', 'action': 'call_small', 'is_hero': False}]",6.8,-3.4,False,True,[6♥] [6♣],[7♣] [7♠],2025-08-11T13:39:43.477878,trash|BTN|very_deep|low
trash,BTN,short,low,very_deep,fold,True,"[{'actor': 'hero', 'action': 'raise_mid', 'is_hero': True}, {'actor': 'villain', 'action': 'raise_small', 'is_hero': False}, {'actor': 'hero', 'action': 'raise_small', 'is_hero': True}, {'actor': 'villain', 'action': 'fold', 'is_hero': False}]",33.5,16.75,True,False,[5♣] [K♠],[3♣] [4♠],2025-08-11T13:39:43.478755,trash|BTN|short|low
trash,BB,deep,low,very_deep,raise_mid,True,"[{'actor': 'villain', 'action': 'raise_high', 'is_hero': False}, {'actor': 'hero', 'action': 'raise_small', 'is_hero': True}, {'actor': 'villain', 'action': 'raise_mid', 'is_hero': False}, {'actor': 'hero', 'action': 'fold', 'is_hero': True}]",105.0,-52.5,False,False,[3♠] [K♣],[A♥] [4♣],2025-08-11T13:39:43.479322,trash|BB|deep|low
trash,BB,very_deep,medium,medium,raise_mid,False,"[{'actor': 'villain', 'action': 'raise_mid', 'is_hero': False}, {'actor': 'hero', 'action': 'fold', 'is_hero': True}]",6.0,-3.0,False,False,[6♠] [4♠],[8♦] [9♦],2025-08-11T13:39:43.490379,trash|BB|very_deep|medium
trash,BB,very_deep,medium,deep,raise_high,False,"[{'actor': 'villain', 'action': 'raise_high', 'is_hero': False}, {'actor': 'hero', 'action': 'call_high', 'is_hero': True}]",22.5,11.25,True,True,[J♥] [7♦],[6♥] [8♣],2025-08-11T13:39:43.915796,trash|BB|very_deep|medium
trash,BB,deep,medium,very_deep,fold,True,"[{'actor': 'villain', 'action': 'raise_small', 'is_hero': False}, {'actor': 'hero', 'action': 'raise_mid', 'is_hero': True}, {'actor': 'villain', 'action': 'fold', 'is_hero': False}]",21.0,10.5,True,False,[8♦] [4♠],[8♥] [3♠],2025-08-11T13:39:43.916519,trash|BB|deep|medium
trash,BTN,very_deep,high,very_deep,call_small,False,"[{'actor': 'hero', 'action': 'raise_mid', 'is_hero': True}, {'actor': 'villain', 'action': 'call_small', 'is_hero': False}]",25.3,12.65,True,True,[6♣] [8♠],[3♣] [6♥],2025-08-11T13:39:44.349169,trash|BTN|very_deep|high
trash,BTN,very_deep,high,very_deep,call_mid,False,"[{'actor': 'hero', 'action': 'raise_mid', 'is_hero': True}, {'actor': 'villain', 'action': 'call_mid', 'is_hero': False}]",24.2,12.1,True,True,[5♠] [Q♦],[Q♥] [5♣],2025-08-11T13:39:44.781768,trash|BTN|very_deep|high
trash,BTN,very_deep,high,very_deep,call_high,False,"[{'actor': 'hero', 'action': 'raise_small', 'is_hero': True}, {'actor': 'villain', 'action': 'call_high', 'is_hero': False}]",23.95,-11.975,False,True,[7♦] [6♥],[K♦] [8♠],2025-08-11T13:39:45.213702,trash|BTN|very_deep|high
trash,BTN,very_deep,high,very_deep,unknown,False,"[{'actor': 'hero', 'action': 'fold', 'is_hero': True}]",1.5,-0.75,False,False,[8♦] [8♠],[2♣] [Q♥],2025-08-11T13:40:26.545365,trash|BTN|very_deep|high
trash,BTN,very_deep,low,deep,raise_small,True,"[{'actor': 'hero', 'action': 'raise_small', 'is_hero': True}, {'actor': 'villain', 'action': 'raise_small', 'is_hero': False}, {'actor': 'hero', 'action': 'fold', 'is_hero': True}]",18.375,-9.1875,False,False,[J♦] [A♥],[4♠] [8♣],2025-08-11T13:40:26.546085,trash|BTN|very_deep|low
trash,BTN,deep,high,very_deep,raise_high,True,"[{'actor': 'hero', 'action': 'raise_small', 'is_hero': True}, {'actor': 'villain', 'action': 'raise_high', 'is_hero': False}, {'actor': 'hero', 'action': 'fold', 'is_hero': True}]",26.25,-13.125,False,False,[3♦] [4♠],[7♠] [6♦],2025-08-11T13:40:26.546757,trash|BTN|deep|high
trash,BTN,very_deep,medium,deep,call_mid,False,"[{'actor': 'hero', 'action': 'raise_small', 'is_hero': True}, {'actor': 'villain', 'action': 'call_mid', 'is_hero': False}]",10.350000000000001,5.175000000000001,True,True,[8♠] [3♠],[J♣] [Q♠],2025-08-11T13:40:26.992144,trash|BTN|very_deep|medium
trash,BTN,very_deep,low,very_deep,unknown,False,"[{'actor': 'hero', 'action': 'fold', 'is_hero': True}]",1.5,-0.75,False,False,[4♣] [5♣],[J♥] [3♦],2025-08-11T13:40:26.992968,trash|BTN|very_deep|low
trash,BTN,very_deep,high,medium,call_small,True,"[{'actor': 'hero', 'action': 'raise_mid', 'is_hero': True}, {'actor': 'villain', 'action': 'raise_small', 'is_hero': False}, {'actor': 'hero', 'action': 'raise_small', 'is_hero': True}, {'actor': 'villain', 'action': 'call_small', 'is_hero': False}]",75.7,37.85,True,True,[5♣] [6♠],[A♠] [T♦],2025-08-11T13:40:27.445127,trash|BTN|very_deep|high
trash,BB,very_deep,low,medium,call_small,False,"[{'actor': 'villain', 'action': 'call_small', 'is_hero': False}, {'actor': 'hero', 'action': 'fold', 'is_hero': True}]",5.9,-2.95,False,False,[4♠] [A♦],[K♦] [3♥],2025-08-11T13:40:27.445957,trash|BB|very_deep|low
